gid,stad,temp,humd,wspd,wdir,cond,surf,h,date2,date_id
4089,Sun Life Stadium,84.0,62.0,13.0,ESE,Cloudy,Grass,MIA,2015-10-25,2015-10-25MIA
4090,Gillette Stadium,58.0,80.0,9.0,SW,Cloudy,FieldTurf,NE,2015-10-25,2015-10-25NE
4091,Qualcomm Stadium,77.0,48.0,4.0,SW,Sunny,Grass,SD,2015-10-25,2015-10-25SD
4092,MetLife Stadium,71.0,40.0,14.0,NNW,Mostly Cloudy,UBU Speed Series S5M,NYG,2015-10-25,2015-10-25NYG
4093,Bank of America Stadium,71.0,80.0,0.0,,Cloudy,Grass,CAR,2015-10-25,2015-10-25CAR
4094,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2015-10-26,2015-10-26ARI
4095,Gillette Stadium,58.0,39.0,10.0,WSW,Cloudy,FieldTurf,NE,2015-10-29,2015-10-29NE
4096,Wembley Stadium,50.0,91.0,2.0,NNE,Clear,Grass,KC,2015-11-01,2015-11-01KC
4097,Georgia Dome,,,,,Dome,AstroTurf,ATL,2015-11-01,2015-11-01ATL
4098,FirstEnergy Stadium,62.0,58.0,21.0,SW,Sunny,Grass,CLE,2015-11-01,2015-11-01CLE
4099,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2015-11-01,2015-11-01STL
4100,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2015-11-01,2015-11-01NO
4101,Soldier Field,62.0,42.0,11.0,W,Sunny,Grass,CHI,2015-11-01,2015-11-01CHI
4102,M&T Bank Stadium,63.0,72.0,10.0,WSW,Mostly Cloudy,MomentumTurf,BAL,2015-11-01,2015-11-01BAL
4103,Heinz Field,62.0,71.0,11.0,WSW,Cloudy,Grass,PIT,2015-11-01,2015-11-01PIT
4104,NRG Stadium,,,,,Closed Roof,Grass,HOU,2015-11-01,2015-11-01HOU
4105,O.co Coliseum Oakland,68.0,70.0,8.0,S,Partly Cloudy,Grass,OAK,2015-11-01,2015-11-01OAK
4106,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2015-11-01,2015-11-01DAL
4107,Sports Authority Field at Mile High,61.0,23.0,9.0,SW,Partly Cloudy,Grass,DEN,2015-11-01,2015-11-01DEN
4108,Bank of America Stadium,60.0,100.0,7.0,ENE,Light Rain,Grass,CAR,2015-11-02,2015-11-02CAR
4109,Paul Brown Stadium,71.0,61.0,4.0,S,Cloudy,UBU Speed Series S5M,CIN,2015-11-05,2015-11-05CIN
4110,Bank of America Stadium,57.0,50.0,10.0,ENE,Cloudy,Grass,CAR,2015-11-08,2015-11-08CAR
4111,Gillette Stadium,54.0,34.0,12.0,WNW,Sunny,FieldTurf,NE,2015-11-08,2015-11-08NE
4112,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2015-11-08,2015-11-08NO
4113,Ralph Wilson Stadium,49.0,55.0,7.0,W,Partly Cloudy,A Turf Titan,BUF,2015-11-08,2015-11-08BUF
4114,TCF Bank Stadium,51.0,,20.0,S,Sunny,FieldTurf,MIN,2015-11-08,2015-11-08MIN
4115,MetLife Stadium,56.0,36.0,10.0,WNW,Sunny,FieldTurf,NYJ,2015-11-08,2015-11-08NYJ
4116,Heinz Field,54.0,38.0,5.0,NE,Sunny,Grass,PIT,2015-11-08,2015-11-08PIT
4117,Raymond James Stadium,80.0,90.0,3.0,SW,Cloudy,Grass,TB,2015-11-08,2015-11-08TB
4118,Levi's Stadium,58.0,84.0,0.0,CALM,Cloudy,Grass,SF,2015-11-08,2015-11-08SF
4119,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2015-11-08,2015-11-08IND
4120,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2015-11-08,2015-11-08DAL
4121,Qualcomm Stadium,63.0,67.0,9.0,W,Cloudy,Grass,SD,2015-11-09,2015-11-09SD
4122,MetLife Stadium,60.0,75.0,16.0,WSW,Cloudy,FieldTurf,NYJ,2015-11-12,2015-11-12NYJ
4123,Lambeau Field,55.0,59.0,7.0,S,Sunny,DD GrassMaster,GB,2015-11-15,2015-11-15GB
4124,Raymond James Stadium,79.0,56.0,13.0,E,Cloudy,Grass,TB,2015-11-15,2015-11-15TB
4125,LP Field,57.0,24.0,2.0,SSE,Cloudy,Grass,TEN,2015-11-15,2015-11-15TEN
4126,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2015-11-15,2015-11-15STL
4127,FedEx Field,61.0,29.0,5.0,SSW,Sunny,Grass,WAS,2015-11-15,2015-11-15WAS
4128,Lincoln Financial Field,59.0,34.0,13.0,WSW,Sunny,Grass,PHI,2015-11-15,2015-11-15PHI
4129,Heinz Field,61.0,32.0,12.0,SW,Sunny,Grass,PIT,2015-11-15,2015-11-15PIT
4130,M&T Bank Stadium,60.0,34.0,10.0,WSW,Partly Cloudy,MomentumTurf,BAL,2015-11-15,2015-11-15BAL
4131,O.co Coliseum Oakland,62.0,50.0,31.0,W,Sunny,Grass,OAK,2015-11-15,2015-11-15OAK
4132,MetLife Stadium,60.0,31.0,8.0,WSW,Clear,UBU Speed Series S5M,NYG,2015-11-15,2015-11-15NYG
4133,Sports Authority Field at Mile High,64.0,10.0,5.0,NE,Mostly Sunny,Grass,DEN,2015-11-15,2015-11-15DEN
4134,CenturyLink Field,49.0,63.0,0.0,CALM,Cloudy,FieldTurf,SEA,2015-11-15,2015-11-15SEA
4135,Paul Brown Stadium,53.0,60.0,4.0,WSW,Light Showers,UBU Speed Series S5M,CIN,2015-11-16,2015-11-16CIN
4136,EverBank Field,75.0,90.0,5.0,W,Chance Rain,Grass,JAC,2015-11-19,2015-11-19JAC
4137,Ford Field,,,,,Dome,FieldTurf,DET,2015-11-22,2015-11-22DET
4138,Georgia Dome,,,,,Dome,AstroTurf,ATL,2015-11-22,2015-11-22ATL
4139,NRG Stadium,,,,,Closed Roof,Grass,HOU,2015-11-22,2015-11-22HOU
4140,Lincoln Financial Field,48.0,41.0,15.0,NW,Cloudy,Grass,PHI,2015-11-22,2015-11-22PHI
4141,Soldier Field,29.0,57.0,9.0,SSW,Sunny,Grass,CHI,2015-11-22,2015-11-22CHI
4142,TCF Bank Stadium,30.0,,8.0,S,Cloudy,FieldTurf,MIN,2015-11-22,2015-11-22MIN
4143,M&T Bank Stadium,47.0,39.0,14.0,NNW,Partly Cloudy,MomentumTurf,BAL,2015-11-22,2015-11-22BAL
4144,Sun Life Stadium,74.0,90.0,10.0,NW,Mostly Cloudy,Grass,MIA,2015-11-22,2015-11-22MIA
4145,Bank of America Stadium,50.0,63.0,8.0,N,Mostly Sunny,Grass,CAR,2015-11-22,2015-11-22CAR
4146,CenturyLink Field,46.0,60.0,6.0,N,Sunny,FieldTurf,SEA,2015-11-22,2015-11-22SEA
4147,Qualcomm Stadium,87.0,12.0,4.0,NNW,Sunny,Grass,SD,2015-11-22,2015-11-22SD
4148,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2015-11-22,2015-11-22ARI
4149,Gillette Stadium,29.0,40.0,8.0,WNW,Clear,FieldTurf,NE,2015-11-23,2015-11-23NE
4150,Ford Field,,,,,Dome,FieldTurf,DET,2015-11-26,2015-11-26DET
4151,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2015-11-26,2015-11-26DAL
4152,Lambeau Field,39.0,92.0,19.0,N,Rain,DD GrassMaster,GB,2015-11-26,2015-11-26GB
4153,NRG Stadium,,,,,Closed Roof,Grass,HOU,2015-11-29,2015-11-29HOU
4154,Paul Brown Stadium,41.0,88.0,8.0,NNE,Cloudy,UBU Speed Series S5M,CIN,2015-11-29,2015-11-29CIN
4155,Georgia Dome,,,,,Dome,AstroTurf,ATL,2015-11-29,2015-11-29ATL
4156,FedEx Field,46.0,93.0,5.0,NNE,Cloudy,Grass,WAS,2015-11-29,2015-11-29WAS
4157,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2015-11-29,2015-11-29IND
4158,Arrowhead Stadium,35.0,99.0,7.0,NE,Rain,Grass,KC,2015-11-29,2015-11-29KC
4159,LP Field,56.0,100.0,4.0,NE,Rain,Grass,TEN,2015-11-29,2015-11-29TEN
4160,EverBank Field,75.0,60.0,8.0,NE,Chance Rain,Grass,JAC,2015-11-29,2015-11-29JAC
4161,MetLife Stadium,45.0,44.0,5.0,NNE,Sunny,FieldTurf,NYJ,2015-11-29,2015-11-29NYJ
4162,Levi's Stadium,54.0,40.0,4.0,WSW,Sunny,Grass,SF,2015-11-29,2015-11-29SF
4163,CenturyLink Field,38.0,80.0,2.0,W,Cloudy,FieldTurf,SEA,2015-11-29,2015-11-29SEA
4164,Sports Authority Field at Mile High,23.0,75.0,3.0,NE,Light Snow,Grass,DEN,2015-11-29,2015-11-29DEN
4165,FirstEnergy Stadium,45.0,58.0,9.0,E,Clear,Grass,CLE,2015-11-30,2015-11-30CLE
4166,Ford Field,,,,,Dome,FieldTurf,DET,2015-12-03,2015-12-03DET
4167,MetLife Stadium,51.0,50.0,8.0,S,Sunny,UBU Speed Series S5M,NYG,2015-12-06,2015-12-06NYG
4168,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2015-12-06,2015-12-06STL
4169,Raymond James Stadium,79.0,63.0,18.0,ENE,Cloudy,Grass,TB,2015-12-06,2015-12-06TB
4170,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2015-12-06,2015-12-06NO
4171,TCF Bank Stadium,37.0,86.0,3.0,W,Cloudy,FieldTurf,MIN,2015-12-06,2015-12-06MIN
4172,Ralph Wilson Stadium,47.0,65.0,8.0,WSW,Cloudy,A Turf Titan,BUF,2015-12-06,2015-12-06BUF
4173,Sun Life Stadium,80.0,70.0,21.0,NE,Cloudy,Grass,MIA,2015-12-06,2015-12-06MIA
4174,FirstEnergy Stadium,45.0,63.0,12.0,S,Sunny,Grass,CLE,2015-12-06,2015-12-06CLE
4175,LP Field,56.0,50.0,1.0,SE,Cloudy,Grass,TEN,2015-12-06,2015-12-06TEN
4176,Soldier Field,50.0,55.0,5.0,S,Sunny,Grass,CHI,2015-12-06,2015-12-06CHI
4177,Qualcomm Stadium,78.0,13.0,4.0,W,Sunny,Grass,SD,2015-12-06,2015-12-06SD
4178,O.co Coliseum Oakland,57.0,95.0,3.0,N,Cloudy,Grass,OAK,2015-12-06,2015-12-06OAK
4179,Gillette Stadium,52.0,49.0,5.0,SW,Clear,FieldTurf,NE,2015-12-06,2015-12-06NE
4180,Heinz Field,37.0,74.0,2.0,SSE,Partly Cloudy,Grass,PIT,2015-12-06,2015-12-06PIT
4181,FedEx Field,41.0,75.0,0.0,CALM,Clear,Grass,WAS,2015-12-07,2015-12-07WAS
4182,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2015-12-10,2015-12-10ARI
4183,Lincoln Financial Field,66.0,68.0,3.0,SE,Partly Cloudy,Grass,PHI,2015-12-13,2015-12-13PHI
4184,FirstEnergy Stadium,63.0,75.0,11.0,S,Cloudy,Grass,CLE,2015-12-13,2015-12-13CLE
4185,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2015-12-13,2015-12-13STL
4186,Raymond James Stadium,81.0,63.0,15.0,E,Cloudy,Grass,TB,2015-12-13,2015-12-13TB
4187,MetLife Stadium,67.0,55.0,5.0,S,Clear,FieldTurf,NYJ,2015-12-13,2015-12-13NYJ
4188,Paul Brown Stadium,63.0,79.0,8.0,S,Cloudy,UBU Speed Series S5M,CIN,2015-12-13,2015-12-13CIN
4189,M&T Bank Stadium,65.0,70.0,2.0,S,Partly Cloudy,MomentumTurf,BAL,2015-12-13,2015-12-13BAL
4190,EverBank Field,79.0,66.0,5.0,E,Clear,Grass,JAC,2015-12-13,2015-12-13JAC
4191,Arrowhead Stadium,61.0,97.0,14.0,ESE,Rain,Grass,KC,2015-12-13,2015-12-13KC
4192,Soldier Field,62.0,80.0,12.0,SSE,Chance Rain,Grass,CHI,2015-12-13,2015-12-13CHI
4193,Bank of America Stadium,63.0,93.0,6.0,S,Sunny,Grass,CAR,2015-12-13,2015-12-13CAR
4194,Sports Authority Field at Mile High,45.0,33.0,2.0,W,Partly Cloudy,Grass,DEN,2015-12-13,2015-12-13DEN
4195,Lambeau Field,53.0,100.0,10.0,SE,Rain,DD GrassMaster,GB,2015-12-13,2015-12-13GB
4196,NRG Stadium,,,,,Closed Roof,Grass,HOU,2015-12-13,2015-12-13HOU
4197,Sun Life Stadium,77.0,78.0,6.0,SSE,Clear,Grass,MIA,2015-12-14,2015-12-14MIA
4198,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2015-12-17,2015-12-17STL
4199,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2015-12-19,2015-12-19DAL
4200,TCF Bank Stadium,36.0,,3.0,N,Cloudy,FieldTurf,MIN,2015-12-20,2015-12-20MIN
4201,EverBank Field,65.0,60.0,8.0,NE,Chance Rain,Grass,JAC,2015-12-20,2015-12-20JAC
4202,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2015-12-20,2015-12-20IND
4203,MetLife Stadium,41.0,37.0,8.0,WNW,Sunny,UBU Speed Series S5M,NYG,2015-12-20,2015-12-20NYG
4204,Gillette Stadium,40.0,41.0,12.0,W,Sunny,FieldTurf,NE,2015-12-20,2015-12-20NE
4205,FedEx Field,43.0,30.0,3.0,W,Sunny,Grass,WAS,2015-12-20,2015-12-20WAS
4206,M&T Bank Stadium,41.0,35.0,5.0,W,Sunny,MomentumTurf,BAL,2015-12-20,2015-12-20BAL
4207,CenturyLink Field,47.0,56.0,10.0,S,Cloudy,FieldTurf,SEA,2015-12-20,2015-12-20SEA
4208,O.co Coliseum Oakland,54.0,70.0,18.0,SSE,Cloudy,Grass,OAK,2015-12-20,2015-12-20OAK
4209,Heinz Field,41.0,35.0,8.0,SSE,Partly Cloudy,Grass,PIT,2015-12-20,2015-12-20PIT
4210,Qualcomm Stadium,61.0,49.0,11.0,WSW,Fair,Grass,SD,2015-12-20,2015-12-20SD
4211,Levi's Stadium,52.0,63.0,14.0,ESE,Cloudy,Grass,SF,2015-12-20,2015-12-20SF
4212,Lincoln Financial Field,37.0,54.0,4.0,S,Partly Cloudy,Grass,PHI,2015-12-20,2015-12-20PHI
4213,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2015-12-21,2015-12-21NO
4214,O.co Coliseum Oakland,47.0,70.0,25.0,WNW,Partly Cloudy,Grass,OAK,2015-12-24,2015-12-24OAK
4215,Lincoln Financial Field,52.0,72.0,6.0,ENE,Cloudy,Grass,PHI,2015-12-26,2015-12-26PHI
4216,MetLife Stadium,57.0,83.0,14.0,WSW,Cloudy,FieldTurf,NYJ,2015-12-27,2015-12-27NYJ
4217,LP Field,73.0,75.0,15.0,S,Cloudy,Grass,TEN,2015-12-27,2015-12-27TEN
4218,Arrowhead Stadium,36.0,91.0,16.0,NNE,Cloudy,Grass,KC,2015-12-27,2015-12-27KC
4219,Sun Life Stadium,82.0,69.0,15.0,ESE,Partly Cloudy,Grass,MIA,2015-12-27,2015-12-27MIA
4220,M&T Bank Stadium,64.0,87.0,9.0,SW,Overcast,MomentumTurf,BAL,2015-12-27,2015-12-27BAL
4221,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2015-12-27,2015-12-27NO
4222,Ford Field,,,,,Dome,FieldTurf,DET,2015-12-27,2015-12-27DET
4223,Ralph Wilson Stadium,39.0,83.0,11.0,NNW,Rain,A Turf Titan,BUF,2015-12-27,2015-12-27BUF
4224,Raymond James Stadium,83.0,59.0,13.0,SE,Cloudy,Grass,TB,2015-12-27,2015-12-27TB
4225,Georgia Dome,,,,,Dome,AstroTurf,ATL,2015-12-27,2015-12-27ATL
4226,CenturyLink Field,37.0,86.0,0.0,CALM,Cloudy,FieldTurf,SEA,2015-12-27,2015-12-27SEA
4227,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2015-12-27,2015-12-27ARI
4228,TCF Bank Stadium,13.0,,8.0,NW,Partly Cloudy,FieldTurf,MIN,2015-12-27,2015-12-27MIN
4229,Sports Authority Field at Mile High,16.0,75.0,6.0,NE,Mostly Cloudy,Grass,DEN,2015-12-28,2015-12-28DEN
4230,Ralph Wilson Stadium,35.0,70.0,21.0,WSW,Cloudy,A Turf Titan,BUF,2016-01-03,2016-01-03BUF
4231,Sun Life Stadium,80.0,65.0,7.0,N,Cloudy,Grass,MIA,2016-01-03,2016-01-03MIA
4232,Georgia Dome,,,,,Dome,AstroTurf,ATL,2016-01-03,2016-01-03ATL
4233,Paul Brown Stadium,35.0,67.0,7.0,W,Mostly Cloudy,UBU Speed Series S5M,CIN,2016-01-03,2016-01-03CIN
4234,FirstEnergy Stadium,34.0,75.0,18.0,W,Cloudy,Grass,CLE,2016-01-03,2016-01-03CLE
4235,NRG Stadium,,,,,Closed Roof,Grass,HOU,2016-01-03,2016-01-03HOU
4236,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2016-01-03,2016-01-03IND
4237,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2016-01-03,2016-01-03DAL
4238,MetLife Stadium,45.0,38.0,17.0,W,Sunny,UBU Speed Series S5M,NYG,2016-01-03,2016-01-03NYG
4239,Soldier Field,31.0,67.0,15.0,NW,Cloudy,Grass,CHI,2016-01-03,2016-01-03CHI
4240,Arrowhead Stadium,37.0,56.0,9.0,N,Sunny,Grass,KC,2016-01-03,2016-01-03KC
4241,Sports Authority Field at Mile High,50.0,21.0,5.0,N,Mostly Sunny,Grass,DEN,2016-01-03,2016-01-03DEN
4242,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2016-01-03,2016-01-03ARI
4243,Levi's Stadium,53.0,59.0,6.0,NNW,Partly Cloudy,Grass,SF,2016-01-03,2016-01-03SF
4244,Bank of America Stadium,54.0,31.0,4.0,NW,Partly Cloudy,Grass,CAR,2016-01-03,2016-01-03CAR
4245,Lambeau Field,24.0,70.0,11.0,W,Cloudy,DD GrassMaster,GB,2016-01-03,2016-01-03GB
4246,NRG Stadium,,,,,Closed Roof,Grass,HOU,2016-01-09,2016-01-09HOU
4247,Paul Brown Stadium,51.0,82.0,5.0,SE,Light Rain,UBU Speed Series S5M,CIN,2016-01-09,2016-01-09CIN
4248,TCF Bank Stadium,-6.0,,12.0,W,Clear,FieldTurf,MIN,2016-01-10,2016-01-10MIN
4249,FedEx Field,61.0,47.0,14.0,SW,Cloudy,Grass,WAS,2016-01-10,2016-01-10WAS
4250,Gillette Stadium,38.0,86.0,6.0,WNW,Partly Cloudy,FieldTurf,NE,2016-01-16,2016-01-16NE
4251,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2016-01-16,2016-01-16ARI
4252,Bank of America Stadium,43.0,65.0,7.0,NNE,Partly Cloudy,Grass,CAR,2016-01-17,2016-01-17CAR
4253,Sports Authority Field at Mile High,43.0,36.0,9.0,NW,Sunny,Grass,DEN,2016-01-17,2016-01-17DEN
4254,Sports Authority Field at Mile High,46.0,36.0,6.0,N,Mostly Sunny,Grass,DEN,2016-01-24,2016-01-24DEN
4255,Bank of America Stadium,39.0,39.0,4.0,SW,Clear,Grass,CAR,2016-01-24,2016-01-24CAR
4256,Sports Authority Field at Mile High,76.0,23.0,16.0,NE,Sunny,Grass,DEN,2016-02-07,2016-02-07DEN
4257,Sports Authority Field at Mile High,85.0,12.0,10.0,E,Sunny,Grass,DEN,2016-09-08,2016-09-08DEN
4258,M&T Bank Stadium,84.0,44.0,8.0,NE,Partly Cloudy,Grass,BAL,2016-09-11,2016-09-11BAL
4259,NRG Stadium,,,,,Closed Roof,AstroTurf,HOU,2016-09-11,2016-09-11HOU
4260,MetLife Stadium,79.0,40.0,23.0,NW,Clear,UBU Speed Series S5M,NYJ,2016-09-11,2016-09-11NYJ
4261,Lincoln Financial Field,85.0,42.0,14.0,WNW,Partly Cloudy,DD GrassMaster,PHI,2016-09-11,2016-09-11PHI
4262,EverBank Field,90.0,55.0,3.0,N,Partly Cloudy,Grass,JAC,2016-09-11,2016-09-11JAC
4263,LP Field,76.0,47.0,5.0,E,Sunny,Grass,TEN,2016-09-11,2016-09-11TEN
4264,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2016-09-11,2016-09-11NO
4265,Arrowhead Stadium,74.0,51.0,9.0,S,Sunny,Grass,KC,2016-09-11,2016-09-11KC
4266,Georgia Dome,,,,,Dome,FieldTurf,ATL,2016-09-11,2016-09-11ATL
4267,CenturyLink Field,61.0,68.0,2.0,ESE,Sunny,FieldTurf,SEA,2016-09-11,2016-09-11SEA
4268,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,IND,2016-09-11,2016-09-11IND
4269,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2016-09-11,2016-09-11DAL
4270,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2016-09-11,2016-09-11ARI
4271,FedEx Field,79.0,41.0,4.0,ESE,Sunny,Grass,WAS,2016-09-12,2016-09-12WAS
4272,Levi's Stadium,66.0,56.0,17.0,NW,Clear,Grass,SF,2016-09-12,2016-09-12SF
4273,Ralph Wilson Stadium,60.0,65.0,11.0,NNE,Partly Cloudy,A Turf Titan,BUF,2016-09-15,2016-09-15BUF
4274,FirstEnergy Stadium,74.0,70.0,7.0,WSW,Sunny,Grass,CLE,2016-09-18,2016-09-18CLE
4275,Heinz Field,72.0,86.0,4.0,SSE,Cloudy,Grass,PIT,2016-09-18,2016-09-18PIT
4276,FedEx Field,81.0,65.0,6.0,S,Sunny,Grass,WAS,2016-09-18,2016-09-18WAS
4277,NRG Stadium,,,,,Closed Roof,AstroTurf,HOU,2016-09-18,2016-09-18HOU
4278,Gillette Stadium,79.0,66.0,10.0,SSW,Chance Rain,FieldTurf,NE,2016-09-18,2016-09-18NE
4279,MetLife Stadium,80.0,74.0,5.0,WSW,Mostly Cloudy,UBU Speed Series S5M,NYG,2016-09-18,2016-09-18NYG
4280,Bank of America Stadium,82.0,60.0,4.0,ENE,Sunny,Grass,CAR,2016-09-18,2016-09-18CAR
4281,Ford Field,,,,,Dome,FieldTurf,DET,2016-09-18,2016-09-18DET
4282,Los Angeles Memorial Coliseum,88.0,39.0,3.0,SW,Sunny,Grass,LA,2016-09-18,2016-09-18LA
4283,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2016-09-18,2016-09-18ARI
4284,O.co Coliseum Oakland,79.0,41.0,7.0,W,Sunny,Grass,OAK,2016-09-18,2016-09-18OAK
4285,Sports Authority Field at Mile High,85.0,15.0,4.0,E,Sunny,Grass,DEN,2016-09-18,2016-09-18DEN
4286,Qualcomm Stadium,82.0,51.0,7.0,WSW,Sunny,Grass,SD,2016-09-18,2016-09-18SD
4287,U.S. Bank Stadium,,,,,Closed Roof,UBU Speed Series S5M,MIN,2016-09-18,2016-09-18MIN
4288,Soldier Field,84.0,36.0,5.0,SW,Mostly Cloudy,Grass,CHI,2016-09-19,2016-09-19CHI
4289,Gillette Stadium,68.0,60.0,4.0,S,Clear,FieldTurf,NE,2016-09-22,2016-09-22NE
4290,Ralph Wilson Stadium,64.0,44.0,8.0,NNE,Sunny,A Turf Titan,BUF,2016-09-25,2016-09-25BUF
4291,EverBank Field,88.0,,8.0,NE,Chance Rain,Grass,JAC,2016-09-25,2016-09-25JAC
4292,Sun Life Stadium,86.0,65.0,16.0,E,Partly Cloudy,Grass,MIA,2016-09-25,2016-09-25MIA
4293,Paul Brown Stadium,81.0,53.0,3.0,S,Sunny,UBU Speed Series S5M,CIN,2016-09-25,2016-09-25CIN
4294,Lambeau Field,72.0,84.0,17.0,S,Clear,DD GrassMaster,GB,2016-09-25,2016-09-25GB
4295,Bank of America Stadium,80.0,63.0,0.0,N,Partly Cloudy,Grass,CAR,2016-09-25,2016-09-25CAR
4296,LP Field,89.0,49.0,2.0,NNE,Sunny,Grass,TEN,2016-09-25,2016-09-25TEN
4297,MetLife Stadium,67.0,37.0,2.0,NNE,Sunny,UBU Speed Series S5M,NYG,2016-09-25,2016-09-25NYG
4298,Raymond James Stadium,91.0,58.0,4.0,NW,Cloudy,Grass,TB,2016-09-25,2016-09-25TB
4299,CenturyLink Field,66.0,63.0,6.0,NW,Sunny,FieldTurf,SEA,2016-09-25,2016-09-25SEA
4300,Arrowhead Stadium,65.0,63.0,9.0,NW,Clear,Grass,KC,2016-09-25,2016-09-25KC
4301,Lincoln Financial Field,73.0,39.0,7.0,NNE,Sunny,DD GrassMaster,PHI,2016-09-25,2016-09-25PHI
4302,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,IND,2016-09-25,2016-09-25IND
4303,AT&T Stadium,,,,,Closed Roof,AstroTurf,DAL,2016-09-25,2016-09-25DAL
4304,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2016-09-26,2016-09-26NO
4305,Paul Brown Stadium,62.0,77.0,2.0,NW,Mostly Cloudy,UBU Speed Series S5M,CIN,2016-09-29,2016-09-29CIN
4306,Wembley Stadium,59.0,59.0,7.0,SSE,Partly Sunny,Grass,JAC,2016-10-02,2016-10-02JAC
4307,Gillette Stadium,56.0,91.0,7.0,NNE,Cloudy,FieldTurf,NE,2016-10-02,2016-10-02NE
4308,Georgia Dome,,,,,Dome,FieldTurf,ATL,2016-10-02,2016-10-02ATL
4309,FedEx Field,67.0,89.0,1.0,NE,Cloudy,Grass,WAS,2016-10-02,2016-10-02WAS
4310,Soldier Field,62.0,84.0,6.0,WNW,Cloudy,Grass,CHI,2016-10-02,2016-10-02CHI
4311,M&T Bank Stadium,65.0,84.0,2.0,NE,Cloudy,Grass,BAL,2016-10-02,2016-10-02BAL
4312,MetLife Stadium,61.0,77.0,0.0,CALM,Cloudy,UBU Speed Series S5M,NYJ,2016-10-02,2016-10-02NYJ
4313,NRG Stadium,,,,,Closed Roof,AstroTurf,HOU,2016-10-02,2016-10-02HOU
4314,Raymond James Stadium,88.0,63.0,7.0,W,Cloudy,Grass,TB,2016-10-02,2016-10-02TB
4315,Levi's Stadium,68.0,60.0,10.0,WSW,Cloudy,Grass,SF,2016-10-02,2016-10-02SF
4316,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2016-10-02,2016-10-02ARI
4317,Qualcomm Stadium,74.0,73.0,8.0,SSW,Fair,Grass,SD,2016-10-02,2016-10-02SD
4318,Heinz Field,59.0,80.0,6.0,SW,Rain,Grass,PIT,2016-10-02,2016-10-02PIT
4319,U.S. Bank Stadium,,,,,Closed Roof,UBU Speed Series S5M,MIN,2016-10-03,2016-10-03MIN
4320,Levi's Stadium,75.0,34.0,16.0,WNW,Clear,Grass,SF,2016-10-06,2016-10-06SF
4321,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,IND,2016-10-09,2016-10-09IND
4322,U.S. Bank Stadium,,,,,Closed Roof,UBU Speed Series S5M,MIN,2016-10-09,2016-10-09MIN
4323,FirstEnergy Stadium,58.0,58.0,13.0,N,Sunny,Grass,CLE,2016-10-09,2016-10-09CLE
4324,Heinz Field,57.0,60.0,9.0,NNW,Partly Cloudy,Grass,PIT,2016-10-09,2016-10-09PIT
4325,Ford Field,,,,,Dome,FieldTurf,DET,2016-10-09,2016-10-09DET
4326,Sun Life Stadium,88.0,53.0,15.0,NNE,Cloudy,Grass,MIA,2016-10-09,2016-10-09MIA
4327,M&T Bank Stadium,62.0,53.0,16.0,NNW,Partly Cloudy,Grass,BAL,2016-10-09,2016-10-09BAL
4328,Sports Authority Field at Mile High,72.0,18.0,5.0,SE,Mostly Cloudy,Grass,DEN,2016-10-09,2016-10-09DEN
4329,Los Angeles Memorial Coliseum,91.0,18.0,5.0,SW,Sunny,Grass,LA,2016-10-09,2016-10-09LA
